Modèle;date;type;feu_croisement;feu_route;eclairage_jour;feu_position;feu_antibrouillard;clignotant_avant_voiture;clignotant_arriere_voiture;feu_arriere;feu_stop;feu_plaque_immatriculation;eclairage_interieur;eclairage_coffre;
;;"""RS 2""";H1;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411;6411;
90 B3 (893, 894, 8A2);04/87-09/91;Standard;H4;H4;-;T4W;H3;P21W;P21W;P21/5W;P21/5W;T4W;6411;C5W;
A1 (8X1, 8XK);05/10->>;> 2014, Halogen;H7;H1;W21W;W21W;H11;HY21W;WY16W;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;< 2015, Halogen;H7;H15;H15;H15;H8;HY21W;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;PR.-Nr. 8IG, Bi-Xenon;D3S;D3S;LED;LED;H11/H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;PR.-Nr. 8BP, Bi-Xenon;D3S;D3S;LED;LED;H11/H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;PR.-Nr. 8IH, Bi-Xenon;D8S;D8S;LED;LED;H11/H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
A1 City Carver (GBH);07/19->>;Halogen;H7;H15;H15;H15;-;WY21W;PY21W/ LED;WY16W/ LED;P21W/ LED;LED;W5W/LED;LED;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;-;LED;PY21W/ LED;WY16W/ LED;P21W/ LED;LED;W5W/LED;LED;
A1 Sportback (8XA, 8XF);09/11->>;> 2014, Halogen;H7;H1;W21W;W21W;H11;HY21W;WY16W;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;< 2015, Halogen;H7;H15;H15;H15;H8;HY21W;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;PR.-Nr. 8IG, Bi-Xenon;D3S;D3S;LED;LED;H11/H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;PR.-Nr. 8BP, Bi-Xenon;D3S;D3S;LED;LED;H11/H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
;;PR.-Nr. 8IH, Bi-Xenon;D8S;D8S;LED;LED;H11/H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W/LED;W5W;W5W;
A2 (8Z0);02/00-08/05;Standard;H7;H3;-;W5W;H7;PY21W;PY21W;P21/5W;P21/5W;C5W;6411;C5W;
A3 (8L1);09/96-05/03;> 2000, Halogen;H7;H1;-;W5W;-;PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;6411;W3W;
;;> 2000, Halogen, avec phares antibrouillard7;H7;H4;-;W5W;H4;PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;6411;W3W;
;;< 2001, Halogen;H1;H7;-;W5W;H7;PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;6411;W3W;
;;Xenon;D2S;H7;-;W5W;H7;PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;6411;W3W;
A3 (8P1);05/03-08/12;> 2008, Halogen;H7;H7;-;W5W;H7/H11;PY21W;PY21W;R10W;P21W;C5W;6411/ C5W;W5W;
;;> 2008, Xenon;D2S;H7;-;W5W;H7/H11;PY21W;PY21W;R10W;P21W;C5W;6411/ C5W;W5W;
;;> 2008, Bi-Xenon;D1S;D1S;P21W;W5W;H7/H11;PY21W;PY21W;R10W;P21W;C5W;6411/ C5W;W5W;
;;< 2009, Halogen;H7;H7;PS19W;PS19W;H11;**;PY21W;R10W;WY16W;C5W;6411/ C5W;W5W;
;;< 2009, Bi-Xenon;D3S;D3S;LED;LED;H11;**;PY21W;R10W;WY16W;C5W;6411/ C5W;W5W;
A3 (8V1, 8VK);04/12->>;Halogen;H7;H15;H15;W5W;H8;**;PY21W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;> 2016, Bi-Xenon;D3S;D3S;LED;LED;-;**;PY21W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;< 2017, Bi-Xenon;D5S;D5S;LED;LED;-;**;WY16W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;W5W;W5W/LED;
A3 Convertible (8V7, 8VE);10/13->>;Halogen;H7;H15;H15;W5W;H8;**;RY10W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;> 2016, Bi-Xenon;D3S;D3S;LED;LED;-;**;RY10W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;< 2017, Bi-Xenon;D5S;D5S;LED;LED;-;**;WY16W/ LED;LED;LED;LED;W5W;W5W/LED;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;W5W;W5W/LED;
A3 Convertible (8P7);04/08-05/13;Halogen;H7;H7;PS19W;PS19W;H11;**;PY21W;LED;P21W;C5W;W5W;W5W;
;;Bi-Xenon;D3S;D3S;LED;LED;H11;**;PY21W;LED;P21W;C5W;W5W;W5W;
A3 Limousine (8VS, 8VM);05/13->>;Halogen;H7;H15;H15;W5W;H8;**;RY10W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;> 2016, Bi-Xenon;D3S;D3S;LED;LED;-;**;RY10W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;< 2017, Bi-Xenon;D5S;D5S;LED;LED;-;**;WY16W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;W5W;W5W/LED;
A3 Limousine (8YS);03/20->>;LED;LED;LED;LED;LED;-;**/LED;PY21W/ LED;W5W/LED;P21W/ LED;LED;LED;LED;
A3 Sportback (8PA);09/04-03/13;> 2008/05, Halogen;H7;H7;-;W5W;H7/H11;PY21W;PY21W;P21W;P21W;C5W;6411/ C5W;W5W;
;;> 2008/05, Xenon;D2S;H7;-;W5W;H7/H11;PY21W;PY21W;P21W;P21W;C5W;6411/ C5W;W5W;
;;> 2008/05, Bi-Xenon;D1S;D1S;P21W;W5W;H7/H11;PY21W;PY21W;P21W;P21W;C5W;6411/ C5W;W5W;
;;< 2008/06, Halogen;H7;H7;PS19W;PS19W;H11;**;PY21W;LED;P21W;C5W;6411/ C5W;W5W;
;;< 2008/06, Bi-Xenon;D3S;D3S;LED;LED;H11;**;PY21W;LED;P21W;C5W;6411/ C5W;W5W;
;;"""RS3""";D3S;D3S;LED;LED;H11;**;PY21W;LED;P21W;C5W;6411/ C5W;W5W;
A3 Sportback (8VA, 8VF);09/12->>;Halogen;H7;H15;H15;W5W;H8;**;PY21W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;> 2016, Bi-Xenon;D3S;D3S;LED;LED;-;**;PY21W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;< 2017, Bi-Xenon;D5S;D5S;LED;LED;-;**;WY16W/ LED;WY16W/ LED;W21W/ LED;LED;W5W;W5W/LED;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;W5W;W5W/LED;
A3 Sportback (8YA);11/19->>;LED;LED;LED;LED;LED;-;**/LED;PY21W/ LED;W5W/LED;P21W/ LED;LED;LED;LED;
A4 B5 (8D2);11/94-09/01;> 1998,avec phare simple4;H4;H4;-;T4W;H1;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;> 1998, avec phare double6;H7;H7;-;W5W;H1;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;> 1998, Xenon;D2S;H7;-;H6W;H1;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 1999,avec phare simple4;H4;H4;-;T4W;H7;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 1999, avec phare double6;H7;H7;-;W5W;H7;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 1999, Xenon;D2S;H7;-;H6W;H7;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
A4 B6 (8E2);11/00-12/04;Halogen;H7;H7;-;W5W;H11;PY21W;PY21W;R5W;P21/5W;C5W;6411;W5W/ W3W;
;;> 2001, Xenon;D2S;H7;-;H6W;H11;PY21W;PY21W;R5W;P21/5W;C5W;6411;W5W/ W3W;
;;< 2002, Xenon;D1S;H7;-;H6W;H11;PY21W;PY21W;R5W;P21/5W;C5W;6411;W5W/ W3W;
A4 (8EC, B7);11/04-06/08;Halogen;H7;H7;-;W5W;H11;P21W/ PY21W;P21W;P21W;P21W;C5W;6411/ C5W;W5W;
;;Bi-Xenon;D1S;D1S;P21W;W5W;H11;P21W/ PY21W;P21W;P21W;P21W;C5W;6411/ C5W;W5W;
A4 (8K2, B8);11/07-12/15;> 2012, Halogen;H7;H7;P13W;P13W;H11;**;P21W/ LED;P21W/ LED;P21W/ LED;C5W;C5W;W5W;
;;> 2012, Bi-Xenon;D3S;D3S;LED;LED;H11;**;P21W/ LED;P21W/ LED;P21W/ LED;C5W;C5W;W5W;
;;< 2013, Halogen;H7;H7;PSX26W;PSX26W;H8;**;P21W/ LED;P21W/ LED;P21W/ LED;LED;C5W;W5W;
;;< 2013, Bi-Xenon;D3S;D3S;LED;LED;H8;**;P21W/ LED;P21W/ LED;P21W/ LED;LED;C5W;W5W;
A4 B9 (8W2, 8WC);05/15->>;Bi-Xenon;D5S;D5S;LED;LED;H8;**;PY21W/ LED;P21W/ LED;P21W/ LED;LED;LED;LED;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;
A4 Allroad (8KH, B8);04/09-05/16;> 2012, Halogen;H7;H7;P13W;P13W;H11;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;C5W;C5W;W5W;
;;> 2012, Bi-Xenon;D3S;D3S;LED;LED;H11;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;C5W;C5W;W5W;
;;< 2013, Halogen;H7;H7;PSX26W;PSX26W;H8;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;LED;C5W;W5W;
;;< 2013, Bi-Xenon;D3S;D3S;LED;LED;H11;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;LED;C5W;W5W;
A4 Allroad B9 (8WH, 8WJ);01/16->>;Bi-Xenon;D5S;D5S;LED;LED;H8;**;PY21W/ LED;WY16W/ LED;WY16W/ LED;LED;LED;LED;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;
A4 B5 Avant (8D5);11/94-09/01;> 1998,avec phare simple4;H4;H4;-;T4W;H1;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;> 1998, avec phare double6;H7;H7;-;W5W;H1;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;> 1998, Xenon;D2S;H7;-;H6W;H1;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 1999,avec phare simple4;H4;H4;-;T4W;H7;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 1999, avec phare double6;H7;H7;-;W5W;H7;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 1999, Xenon;D2S;H7;-;H6W;H7;PY21W;P21W;W5W;P21/5W;C5W;6411/ W5W;C5W;
A4 B6 Avant (8E5);04/01-12/04;Halogen;H7;H7;-;W5W;H11;PY21W;PY21W;R5W;P21/5W;C5W;6411;6486X;
;;> 2001, Xenon;D2S;H7;-;H6W;H11;PY21W;PY21W;R5W;P21/5W;C5W;6411;6486X;
;;< 2002, Xenon;D1S;H7;-;H6W;H11;PY21W;PY21W;R5W;P21/5W;C5W;6411;6486X;
A4 Avant (8ED, B7);11/04-06/08;Halogen;H7;H7;-;W5W;H11;P21W/ PY21W;P21W;P21W;P21W;C5W;6411/ C5W;W5W;
;;Bi-Xenon;D1S;D1S;P21W;W5W;H11;P21W/ PY21W;P21W;P21W;P21W;C5W;6411/ C5W;W5W;
A4 Avant (8K5, B8);11/07-12/15;> 2012, Halogen;H7;H7;P13W;P13W;H11;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;C5W;C5W;W5W;
;;> 2012, Bi-Xenon;D3S;D3S;LED;LED;H11;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;C5W;C5W;W5W;
;;< 2013, Halogen;H7;H7;PSX26W;PSX26W;H8;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;LED;C5W;W5W;
;;< 2013, Bi-Xenon;D3S;D3S;LED;LED;H8;**;PY21W/ LED;LED/ WY16W;LED/ WY16W;LED;C5W;W5W;
A4 B9 Avant (8W5, 8WD);08/15->>;Bi-Xenon;D5S;D5S;LED;LED;H8;**;PY21W/ LED;WY16W/ LED;WY16W/ LED;LED;LED;LED;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;LED;
A4 B6 Convertible (8H7);04/02-03/07;Halogen;H7;H9;-;W3W;H11;PY21W;PY21W;R5W;P21/4W;C5W;6411;W5W;
;;Xenon;D2S;H9;-;W3W;H11;PY21W;PY21W;R5W;P21/4W;C5W;6411;W5W;
A4 B7 Convertible (8HE);01/06-12/09;Halogen;H7;H7;-;W5W;H11;P21W/ PY21W;PY21W;W21W;P21/5W;C5W;-;W5W;
;;Bi-Xenon;D1S;D1S;P21W;W5W;H11;P21W/ PY21W;PY21W;W5W;P21/5W;C5W;-;W5W;
A5 (8T3);06/07->>;>   Ident Nr. 8T-9-025 000, Halogen;H7;H7;H7;W5W;H11;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W;C5W/ W5W;W5W;
;;<   Ident Nr. 8T-9-025 001, Halogen;H7;H15;H15;W5W;H11;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W;C5W/ W5W;W5W;
;;< 2012, Halogen;H7;H7;PSX26W;PSX26W;H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;LED;C5W/ W5W;W5W;
;;> 2011, Bi-Xenon;D3S;D3S;LED;LED;H11;H21W;WY16W/ LED;P21W/ LED;P21W/ LED;C5W;C5W/ W5W;W5W;
;;< 2012, Bi-Xenon;D3S;D3S;LED;LED;H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;LED;C5W/ W5W;W5W;
A5 (F53, F5P);06/16->>;Bi-Xenon;D5S;D5S;LED;LED;-;**;LED;LED;LED;LED;**;**;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;**;**;
A5 Convertible (8F7);03/09->>;> 2011, Halogen;H7;H15;H15;W5W;H11;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W;**;W5W;
;;< 2012, Halogen;H7;H7;PSX26W;PSX26W;H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;LED;**;W5W;
;;> 2011, Bi-Xenon;D3S;D3S;LED;LED;H11;H21W;WY16W/ LED;P21W/ LED;P21W/ LED;C5W;**;W5W;
;;< 2012, Bi-Xenon;D3S;D3S;LED;LED;H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;LED;**;W5W;
A5 Convertible (F57, F5E);11/16->>;Bi-Xenon;D5S;D5S;LED;LED;-;**;LED;LED;LED;LED;**;**;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;**;**;
A5 Sportback (8TA);09/09->>;> 2011, Halogen;H7;H15;H15;W5W;H11;**;WY16W/ LED;P21W/ LED;P21W/ LED;C5W;C5W/ W5W;W5W;
;;< 2012, Halogen;H7;H7;PSX26W;PSX26W;H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;LED;C5W/ W5W;W5W;
;;> 2011, Bi-Xenon;D3S;D3S;LED;LED;H11;H21W;WY16W/ LED;P21W/ LED;P21W/ LED;C5W;C5W/ W5W;W5W;
;;< 2012, Bi-Xenon;D3S;D3S;LED;LED;H8;**;WY16W/ LED;P21W/ LED;P21W/ LED;LED;C5W/ W5W;W5W;
A5 Sportback (F5A, F5F);09/16->>;Bi-Xenon;D5S;D5S;LED;LED;-;**;LED;LED;LED;LED;**;**;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;**;**;
A6 C4 (4A2);06/94-10/97;Halogen;H1;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;T4W;6411;C5W;
;;Xenon;D2S;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;T4W;6411;C5W;
A6 C5 (4B2);01/97-01/05;> 2001, Halogen;H1;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411/ C5W;C5W;
;;< 2002, Halogen;H7;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411/ C5W;C5W;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411/ C5W;C5W;
A6 C6 (4F2);05/04-03/11;> 2008, Halogen;H7;H1;-;W5W;H7;PY21W;PY21W;P21W/ LED;P21W/ LED;C5W;C5W;6486X;
;;> 2008, Bi-Xenon;D2S;D2S;P21W;W5W;H7;PY21W;PY21W;P21W/ LED;P21W/ LED;C5W;C5W;6486X;
;;< 2009, Halogen;H7;H15;H15;W5W;H11;PY21W;PY21W;P21W/;P21W/;C5W;C5W;6486X;
;;;;;;;;;;LED;LED;;;;
;;< 2009, Bi-Xenon;D3S;D3S;LED;LED;H11;PY21W;PY21W;P21W/;P21W/;C5W;C5W;6486X;
;;;;;;;;;;LED;LED;;;;
;;< 2009, Bi-Xenon, avec éclairage;D3S;D3S;LED;LED;H11;PY21W;PY21W;P21W/;P21W/;C5W;C5W;6486X;
;;adaptatif1;;;;;;;;LED;LED;;;;
;;"""S6 / RS6"", Bi-Xenon";D2S;D2S;LED;LED;H7;PY21W;PY21W;P21W/;P21W/;C5W;C5W;6486X;
;;;;;;;;;;LED;LED;;;;
A6 C7 (4G2, 4GC);11/10->>;Halogen;H7;H15;H15;W5W;H11;PY21W;PY21W/;P21W/;P21W/;LED;C5W;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;> 2014, Bi-Xenon;D3S;D3S;LED;LED;-;**;PY21W/;P21W/;P21W/;LED;C5W;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;< 2015, Bi-Xenon;D5S;D5S;LED;LED;-;**;PY21W/;P21W/;P21W/;LED;C5W;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;C5W;W5W;
A6 Allroad C6 (4FH);05/06-08/11;> 2008/05, Halogen;H7;H1;-;W5W;H7;PY21W;P21W;P21W/;P21W/;C5W;6411;W5W;
;;;;;;;;;;LED;LED;;;;
;;> 2008/05, Bi-Xenon;D2S;D2S;P21W;W5W;H7;PY21W;P21W;P21W/;P21W/;C5W;6411;W5W;
;;;;;;;;;;LED;LED;;;;
;;< 2008/06, Halogen;H7;H15;H15;W5W;H7;PY21W;P21W;P21W/;P21W/;C5W;6411;W5W;
;;;;;;;;;;LED;LED;;;;
;;< 2008/06, Bi-Xenon;D3S;D3S;P21W;W5W;H7;PY21W;P21W;P21W/;P21W/;C5W;6411;W5W;
;;;;;;;;;;LED;LED;;;;
;;< 2008/06, Bi-Xenon, avec éclairage;D3S;D3S;LED;LED;H7;PY21W;P21W;P21W/;P21W/;C5W;6411;W5W;
;;adaptatif1;;;;;;;;LED;LED;;;;
A6 Allroad C7 (4GH, 4GJ);01/12->>;Halogen;H7;H15;H15;W5W;H11;PY21W;PY21W/;P21W/;P21W/;LED;6411;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;> 2014, Bi-Xenon;D3S;D3S;LED;LED;-;**;PY21W/;P21W/;P21W/;LED;6411;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;< 2015, Bi-Xenon;D5S;D5S;LED;LED;-;**;PY21W/;P21W/;P21W/;LED;6411;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;6411;W5W;
A6 Allroad C8 (4AH);11/18->>;LED;LED;LED;LED;LED;-;**;LED;LED;LED;LED;**;**;
;;avec phare principal matriciel à LED8;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;**;**;
A6 C4 Avant (4A5);06/94-12/97;Halogen;H1;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;T4W;6411;C5W;
;;Xenon;D2S;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;T4W;6411;C5W;
A6 C5 Avant (4B5);11/97-01/05;> 2001, Halogen;H1;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411/;6486X;
;;;;;;;;;;;;;C5W;;
;;< 2002, Halogen;H7;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411/;6486X;
;;;;;;;;;;;;;C5W;;
;;Xenon;D2S;H7;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411/;6486X;
;;;;;;;;;;;;;C5W;;
A6 Avant C6 (4F5);03/05-08/11;> 2008, Halogen;H7;H1;-;W5W;H7;PY21W;P21W;P21W/;P21W/;C5W;C5W;W5W;
;;;;;;;;;;LED;LED;;;;
;;> 2008, Bi-Xenon;D2S;D2S;P21W;W5W;H7;PY21W;P21W;P21W/;P21W/;C5W;C5W;W5W;
;;;;;;;;;;LED;LED;;;;
;;< 2009, Halogen;H7;H15;H15;W5W;H11;PY21W;P21W;P21W/;P21W/;C5W;C5W;W5W;
;;;;;;;;;;LED;LED;;;;
;;< 2009, Bi-Xenon;D3S;D3S;LED;LED;H11;PY21W;P21W;P21W/;P21W/;C5W;C5W;W5W;
;;;;;;;;;;LED;LED;;;;
;;< 2009, Bi-Xenon, avec éclairage;D3S;D3S;LED;LED;H11;PY21W;P21W;P21W/;P21W/;C5W;C5W;W5W;
;;adaptatif1;;;;;;;;LED;LED;;;;
;;"""S6 / RS6"", Bi-Xenon";D2S;D2S;LED;LED;H7;PY21W;P21W;P21W/;P21W/;C5W;C5W;W5W;
;;;;;;;;;;LED;LED;;;;
A6 C7 Avant (4G5, 4GD);05/11->>;Halogen;H7;H15;H15;W5W;H11;PY21W;PY21W/;P21W/;P21W/;LED;6411;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;> 2014, Bi-Xenon;D3S;D3S;LED;LED;-;**;PY21W/;P21W/;P21W/;LED;6411;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;< 2015, Bi-Xenon;D5S;D5S;LED;LED;-;**;PY21W/;P21W/;P21W/;LED;6411;W5W;
;;;;;;;;;LED;LED;LED;;;;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;6411;W5W;
A6 C8 (4A2);02/18->>;LED;LED;LED;LED;LED;-;**;LED;LED;LED;LED;LED;LED;
;;avec phare principal matriciel à LED8;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
A6 C8 Avant (4A5);05/18->>;LED;LED;LED;LED;LED;-;**;LED;LED;LED;LED;**;**;
;;avec phare principal matriciel à LED8;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;**;**;
A7 Sportback (4GA, 4GF);10/10->>;Bi-Xenon;D3S;D3S;LED;LED;H8;**;LED;LED;LED;C5W/LED;C5W;W5W;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;C5W/LED;C5W;W5W;
A7 Sportback (4KA);10/17->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;**;**;
A8 D2 (4D2, 4D8);03/94-12/02;> 1998, Halogen;H1;HB3;-;W5W;H3;PY21W;P21W;R5W;P21/5W;C5W;6411/;C5W;
;;;;;;;;;;;;;C5W;;
;;> 1998, Xenon;D2S;HB3;-;W5W;H3;PY21W;P21W;R5W;P21/5W;C5W;6411/;C5W;
;;;;;;;;;;;;;C5W;;
;;< 1999, Halogen;D2S;H7;-;W5W;H7/H3;PY21W;P21W;R5W;P21/5W;C5W;6411/;C5W;
;;;;;;;;;;;;;C5W;;
;;< 1999, Xenon;D2S;H7;-;H6W;H7/H3;PY21W;P21W;R5W;P21/5W;C5W;6411/;C5W;
;;;;;;;;;;;;;C5W;;
;;< 1999, Bi-Xenon;D2R;H7;-;H6W;H7/H3;PY21W;P21W;R5W;P21/5W;C5W;6411/;C5W;
;;;;;;;;;;;;;C5W;;
A8 (4E2, 4E8);10/02-07/10;Halogen;H7;H7;-;W5W;H7/H11;**;LED;LED;LED;C5W;2886X;W5W;
;;Bi-Xenon;D2S;D2S;-;W5W;H7/H11;**;LED;LED;LED;C5W;2886X;W5W;
;;Bi-Xenon, avec éclairage adaptatif1;D2S;D2S;P21W;W5W;H7/H11;**;LED;LED;LED;C5W;2886X;W5W;
;;Bi-Xenon, avec éclairage adaptatif1, avec;D2S;D2S;LED;LED;H7/H11;**;LED;LED;LED;C5W;2886X;W5W;
;;technologie LED9;;;;;;;;;;;;;
;;"""S8"", Bi-Xenon";D2S;D2S;LED;LED;H7;**;LED;LED;LED;C5W;2886X;W5W;
A8 D4 (4H2, 4H8, 4HC,;11/09->>;Bi-Xenon;D3S;D3S;LED;LED;H7;**;LED;LED;LED;C5W;LED;W5W;
4HL);;;;;;;;;;;;;;;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;C5W;LED;W5W;
A8 D5 (4N2, 4N8, 4NC,;06/17->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
4NL);;;;;;;;;;;;;;;
ALLROAD C5 (4BH);05/00-08/05;Halogen;H1;H9;-;W5W;H7;PY21W;P21W;P21/5W;P21/5W;C5W;6411/;**;
;;;;;;;;;;;;;C5W;;
;;Xenon;D2S;H9;-;W5W;H7;PY21W;P21W;P21/5W;P21/5W;C5W;6411/;**;
;;;;;;;;;;;;;C5W;;
CABRIOLET B3 (8G7);05/91-08/00;avec phare double6;H4;H1;-;W5W;H3;P21W/;P21W;P21/5W;P21/5W;T4W;6411;C5W;
;;;;;;;;PY21W;;;;;;;
;;avec phare ellipsoïdal10;H1;H1;-;W5W;H3;P21W/;P21W;P21/5W;P21/5W;T4W;6411;C5W;
;;;;;;;;PY21W;;;;;;;
COUPE B3 (89, 8B3);10/88-12/96;Standard;H4;H4;-;T4W/;H3;P21W/;P21W;R5W;P21/5W;T4W;6411;C5W;
;;;;;;W5W;;PY21W;;;;;;;
E-TRON (GEN);09/18->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
E-TRON GT Saloon (F83);07/20->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
E-TRON Sportback (GEA);09/19->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
Q2 (GAB, GAG);06/16->>;Halogen;H7;H7;**;**;-;**;P21W/ LED;WY16W/ LED;P21W/ LED;LED;LED;W5W;
;;LED;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;W5W;
Q3 (8UB, 8UG);06/11->>;Halogen;H7;H7;W21W;W21W;H11;**;WY16W/ PY21W/ LED;WY16W/ P21W/ LED;WY16W/ P21W/ LED;LED;W5W;W5W;
;;> 2014, Bi-Xenon;D3S;D3S;LED;LED;H11;**;WY16W/ PY21W/ LED;WY16W/ P21W/ LED;WY16W/ P21W/ LED;LED;W5W;W5W;
;;< 2015, Bi-Xenon;D5S;D5S;LED;LED;-;**;WY16W/ LED;WY16W/ LED;WY16W/ LED;LED;W5W;W5W;
;;LED;LED;LED;LED;LED;-;LED;WY16W/ LED;WY16W/ LED;WY16W/ LED;LED;W5W;W5W;
